"date";"country";"rating";"agency";"grade";"outlook"
"2013-11-29";"spain";"BBB-";"standardPoors";"lower medium grade";"stable"
"2013-11-01";"spain";"BBB";"fitch";"lower medium grade";"stable"
"2012-10-16";"spain";"BBB-";"moodys";"lower medium grade";"negative"
"2012-10-10";"spain";"BBB-";"standardPoors";"lower medium grade";"negative"
"2012-08-08";"spain";"A-";"dbrs";"upper medium grade";"negative"
"2012-06-13";"spain";"BBB-";"moodys";"lower medium grade";"negative watch"
"2012-06-07";"spain";"BBB";"fitch";"lower medium grade";"negative"
"2012-05-22";"spain";"A+";"dbrs";"upper medium grade";"under review"
"2012-05-03";"spain";"A+";"dbrs";"upper medium grade";"negative"
"2012-04-26";"spain";"BBB+";"standardPoors";"lower medium grade";"negative"
"2012-02-13";"spain";"A-";"moodys";"upper medium grade";"negative"
"2012-01-27";"spain";"A";"fitch";"upper medium grade";"negative"
"2012-01-13";"spain";"A";"standardPoors";"upper medium grade";"negative"
"2011-12-16";"spain";"AA-";"fitch";"high grade";"negative watch"
"2011-12-08";"spain";"AA-";"dbrs";"high grade";"negative"
"2011-12-05";"spain";"AA-";"standardPoors";"high grade";"negative watch"
"2011-10-18";"spain";"A+";"moodys";"upper medium grade";"negative"
"2011-10-13";"spain";"AA-";"standardPoors";"high grade";"negative"
"2011-10-07";"spain";"AA-";"fitch";"high grade";"negative"
"2011-08-17";"spain";"AA";"dbrs";"high grade";"negative"
"2011-07-29";"spain";"AA";"moodys";"high grade";"negative watch"
"2011-03-10";"spain";"AA";"moodys";"high grade";"negative"
"2011-03-04";"spain";"AA+";"fitch";"high grade";"negative"
"2010-12-15";"spain";"AA+";"moodys";"high grade";"negative watch"
"2010-10-21";"spain";"AA";"dbrs";"high grade";"stable"
"2010-09-30";"spain";"AA+";"moodys";"high grade";"stable"
"2010-06-30";"spain";"AAA";"moodys";"prime";"negative watch"
"2010-05-28";"spain";"AA+";"fitch";"high grade";"stable"
"2010-04-28";"spain";"AA";"standardPoors";"high grade";"negative"
"2009-12-09";"spain";"AA+";"standardPoors";"high grade";"negative"
"2009-01-19";"spain";"AA+";"standardPoors";"high grade";"stable"
"2009-01-12";"spain";"AAA";"standardPoors";"prime";"negative watch"
"2004-12-13";"spain";"AAA";"standardPoors";"prime";"stable"
"2003-12-10";"spain";"AAA";"fitch";"prime";"stable"
"2003-07-30";"spain";"AA+";"standardPoors";"high grade";"positive"
"2001-12-13";"spain";"AAA";"moodys";"prime";"stable"
"2001-09-19";"spain";"AA";"moodys";"high grade";"positive watch"
"2000-09-21";"spain";"AA+";"fitch";"high grade";"stable"
"1999-09-01";"spain";"AA+";"fitch";"high grade";NA
"1999-03-31";"spain";"AA+";"standardPoors";"high grade";"stable"
"1998-05-06";"spain";"AA";"standardPoors";"high grade";"positive"
"1996-02-06";"spain";"AA";"standardPoors";"high grade";"stable"
"1994-08-10";"spain";"AA";"fitch";"high grade";NA
"1989-06-26";"spain";"AA";"standardPoors";"high grade";"positive"
"1988-08-01";"spain";"AA";"standardPoors";"high grade";NA
"1988-02-03";"spain";"AA";"moodys";"high grade";"stable"
"2022-04-25";"sri-lanka";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2022-04-18";"sri-lanka";"CC";"moodys";"extremely speculative";"stable"
"2022-04-13";"sri-lanka";"CC";"standardPoors";"extremely speculative";"negative"
"2022-04-13";"sri-lanka";"C";"fitch";NA;NA
"2022-01-12";"sri-lanka";"CCC";"standardPoors";"substantial risks";"negative"
"2021-12-17";"sri-lanka";"CC";"fitch";"extremely speculative";NA
"2021-10-28";"sri-lanka";"CCC";"moodys";"substantial risks";"stable"
"2021-08-27";"sri-lanka";"CCC+";"standardPoors";"substantial risks";"negative"
"2021-07-19";"sri-lanka";"CCC+";"moodys";"substantial risks";"under review"
"2020-12-11";"sri-lanka";"CCC+";"standardPoors";"substantial risks";"stable"
"2020-11-27";"sri-lanka";"CCC";"fitch";"substantial risks";NA
"2020-09-28";"sri-lanka";"CCC+";"moodys";"substantial risks";"stable"
"2020-05-20";"sri-lanka";"B-";"standardPoors";"highly speculative";"stable"
"2020-04-24";"sri-lanka";"B-";"fitch";"highly speculative";"negative"
"2020-04-17";"sri-lanka";"B";"moodys";"highly speculative";"under review"
"2020-04-17";"sri-lanka";"B";"moodys";"highly speculative";"under review"
"2020-01-14";"sri-lanka";"B";"standardPoors";"highly speculative";"negative"
"2019-12-18";"sri-lanka";"B";"fitch";"highly speculative";"negative"
"2018-12-04";"sri-lanka";"B";"standardPoors";"highly speculative";"stable"
"2018-12-03";"sri-lanka";"B";"fitch";"highly speculative";"stable"
"2018-11-20";"sri-lanka";"B";"moodys";"highly speculative";"stable"
"2017-11-20";"sri-lanka";"B+";"standardPoors";"highly speculative";"stable"
"2017-02-09";"sri-lanka";"B+";"fitch";"highly speculative";"stable"
"2016-06-20";"sri-lanka";"B+";"moodys";"highly speculative";"negative"
"2016-03-10";"sri-lanka";"B+";"standardPoors";"highly speculative";"negative"
"2016-02-29";"sri-lanka";"B+";"fitch";"highly speculative";"negative"
"2013-07-02";"sri-lanka";"B+";"moodys";"highly speculative";"stable"
"2012-02-29";"sri-lanka";"B+";"standardPoors";"highly speculative";"stable"
"2011-07-19";"sri-lanka";"B+";"standardPoors";"highly speculative";"positive"
"2011-07-18";"sri-lanka";"B+";"moodys";"highly speculative";"positive"
"2011-07-18";"sri-lanka";"BB-";"fitch";"non-investment grade speculative";"stable"
"2010-09-22";"sri-lanka";"B+";"moodys";"highly speculative";"stable"
"2010-09-21";"sri-lanka";"B+";"fitch";"highly speculative";"positive"
"2010-09-14";"sri-lanka";"B+";"standardPoors";"highly speculative";"stable"
"2009-10-15";"sri-lanka";"B";"standardPoors";"highly speculative";"positive"
"2009-10-09";"sri-lanka";"B+";"fitch";"highly speculative";"stable"
"2009-08-25";"sri-lanka";"B";"standardPoors";"highly speculative";"stable"
"2009-05-21";"sri-lanka";"B";"standardPoors";"highly speculative";"negative"
"2009-02-27";"sri-lanka";"B+";"fitch";"highly speculative";"negative"
"2008-12-15";"sri-lanka";"B";"standardPoors";"highly speculative";"stable"
"2008-04-02";"sri-lanka";"B+";"fitch";"highly speculative";"stable"
"2008-02-15";"sri-lanka";"B+";"standardPoors";"highly speculative";"negative"
"2007-08-08";"sri-lanka";"B+";"standardPoors";"highly speculative";"stable"
"2006-04-27";"sri-lanka";"BB-";"fitch";"non-investment grade speculative";"negative"
"2006-04-26";"sri-lanka";"B+";"standardPoors";"highly speculative";"negative"
"2005-12-08";"sri-lanka";"B+";"standardPoors";"highly speculative";"stable"
"2005-12-08";"sri-lanka";"BB-";"fitch";"non-investment grade speculative";"stable"
"2016-05-19";"st-vincent-and-the-grenadines";"B-";"moodys";"highly speculative";"stable"
"2014-11-21";"st-vincent-and-the-grenadines";"B-";"moodys";"highly speculative";"negative"
"2012-10-09";"st-vincent-and-the-grenadines";"B";"moodys";"highly speculative";"stable"
"2007-12-10";"st-vincent-and-the-grenadines";"B+";"moodys";"highly speculative";"stable"
"2021-04-01";"suriname";"RD";"fitch";"In default with little prospect for recovery";NA
"2020-12-10";"suriname";"C";"fitch";NA;NA
"2020-12-01";"suriname";"RD";"fitch";"In default with little prospect for recovery";NA
"2020-11-06";"suriname";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2020-10-26";"suriname";"C";"fitch";NA;NA
"2020-07-16";"suriname";"CC";"fitch";"extremely speculative";NA
"2020-07-16";"suriname";"CCC";"standardPoors";"substantial risks";"stable"
"2020-07-13";"suriname";"SD";"standardPoors";"In default with little prospect for recovery";NA
"2020-07-13";"suriname";"RD";"fitch";"In default with little prospect for recovery";NA
"2020-07-07";"suriname";"CCC-";"moodys";"substantial risks";"negative"
"2020-07-02";"suriname";"C";"fitch";NA;NA
"2020-04-14";"suriname";"B-";"moodys";"highly speculative";"negative"
"2020-04-01";"suriname";"CCC+";"standardPoors";"substantial risks";"negative"
"2020-01-16";"suriname";"CCC";"fitch";"substantial risks";NA
"2019-08-21";"suriname";"B-";"fitch";"highly speculative";"negative"
"2019-02-28";"suriname";"B";"moodys";"highly speculative";"stable"
"2018-04-02";"suriname";"B";"standardPoors";"highly speculative";"stable"
"2018-02-21";"suriname";"B-";"fitch";"highly speculative";"stable"
"2018-02-20";"suriname";"B";"moodys";"highly speculative";"negative"
"2017-11-22";"suriname";"B+";"moodys";"highly speculative";"under review"
"2017-04-26";"suriname";"B";"standardPoors";"highly speculative";"negative"
"2017-02-22";"suriname";"B-";"fitch";"highly speculative";"negative"
"2016-05-20";"suriname";"B+";"moodys";"highly speculative";"stable"
"2016-04-25";"suriname";"B+";"standardPoors";"highly speculative";"negative"
"2016-02-26";"suriname";"B+";"fitch";"highly speculative";"negative"
"2014-04-28";"suriname";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2014-02-14";"suriname";"BB-";"moodys";"non-investment grade speculative";"stable"
"2013-04-25";"suriname";"BB-";"standardPoors";"non-investment grade speculative";"positive"
"2012-08-14";"suriname";"BB-";"moodys";"non-investment grade speculative";"positive"
"2012-07-10";"suriname";"BB-";"fitch";"non-investment grade speculative";"stable"
"2011-08-19";"suriname";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2011-07-29";"suriname";"B+";"fitch";"highly speculative";"stable"
"2009-12-22";"suriname";"B+";"standardPoors";"highly speculative";"positive"
"2009-10-20";"suriname";"B";"fitch";"highly speculative";"positive"
"2007-11-16";"suriname";"B+";"standardPoors";"highly speculative";"stable"
"2006-12-11";"suriname";"B";"standardPoors";"highly speculative";"positive"
"2005-11-09";"suriname";"B-";"standardPoors";"highly speculative";"positive"
"2004-08-03";"suriname";"B-";"standardPoors";"highly speculative";"stable"
"2004-07-28";"suriname";"B-";"standardPoors";"highly speculative";NA
"2004-06-18";"suriname";"B";"fitch";"highly speculative";"stable"
"2004-02-03";"suriname";"B+";"moodys";"highly speculative";"stable"
"2003-07-28";"suriname";"B-";"standardPoors";"highly speculative";"stable"
"2002-05-29";"suriname";"B-";"standardPoors";"highly speculative";"positive"
"2002-01-11";"suriname";"B-";"standardPoors";"highly speculative";"stable"
"2001-02-02";"suriname";"B-";"standardPoors";"highly speculative";"negative watch"
"1999-11-23";"suriname";"B-";"standardPoors";"highly speculative";"stable"
"2020-07-20";"swaziland";"B-";"moodys";"highly speculative";"stable"
"2020-03-10";"swaziland";"B";"moodys";"highly speculative";"negative"
"2020-03-10";"swaziland";"B";"moodys";"highly speculative";"negative"
"2017-10-27";"swaziland";"B";"moodys";"highly speculative";"negative"
"2012-04-17";"sweden";"AAA";"dbrs";"prime";"stable"
"2004-03-08";"sweden";"AAA";"fitch";"prime";"stable"
"2004-02-16";"sweden";"AAA";"standardPoors";"prime";"stable"
"2002-04-04";"sweden";"AAA";"moodys";"prime";"stable"
"2002-03-04";"sweden";"AA+";"fitch";"high grade";"stable"
"2001-07-18";"sweden";"AA";"fitch";"high grade";"positive"
"2000-09-21";"sweden";"AA";"fitch";"high grade";"stable"
"2000-07-24";"sweden";"AA+";"standardPoors";"high grade";"positive"
"1999-08-23";"sweden";"AA+";"moodys";"high grade";"stable"
"1999-02-10";"sweden";"AA";"moodys";"high grade";"positive"
"1999-01-27";"sweden";"AA";"fitch";"high grade";NA
"1998-06-04";"sweden";"AA";"moodys";"high grade";"stable"
"1998-05-15";"sweden";"AA-";"moodys";"high grade";"positive watch"
"1997-06-26";"sweden";"AA-";"moodys";"high grade";"positive"
"1997-04-18";"sweden";"AA+";"standardPoors";"high grade";"stable"
"1995-01-12";"sweden";"AA+";"standardPoors";"high grade";"negative"
"1995-01-05";"sweden";"AA-";"moodys";"high grade";"stable"
"1994-12-22";"sweden";"AA-";"fitch";"high grade";NA
"1994-10-08";"sweden";"AA";"moodys";"high grade";"negative watch"
"1994-08-10";"sweden";"AA";"fitch";"high grade";NA
"1993-03-23";"sweden";"AA+";"standardPoors";"high grade";"stable"
"1993-03-22";"sweden";"AAA";"standardPoors";"prime";"stable"
"1993-02-01";"sweden";"AA";"moodys";"high grade";"stable"
"1991-01-17";"sweden";"AA+";"moodys";"high grade";"stable"
"1990-10-31";"sweden";"AAA";"standardPoors";"prime";"negative"
"1989-06-26";"sweden";"AAA";"standardPoors";"prime";"stable"
"1977-11-10";"sweden";"AAA";"moodys";"prime";"stable"
"1977-10-27";"sweden";"AAA";"standardPoors";"prime";NA
"2011-07-14";"switzerland";"AAA";"dbrs";"prime";"stable"
"2000-09-21";"switzerland";"AAA";"fitch";"prime";"stable"
"1999-01-27";"switzerland";"AA";"fitch";"high grade";NA
"1994-12-22";"switzerland";"AA-";"fitch";"high grade";NA
"1994-08-10";"switzerland";"AA";"fitch";"high grade";NA
"1989-06-26";"switzerland";"AAA";"standardPoors";"prime";"stable"
"1988-10-01";"switzerland";"AAA";"standardPoors";"prime";NA
"1982-01-20";"switzerland";"AAA";"moodys";"prime";"stable"
"2022-04-29";"taiwan";"AA+";"standardPoors";"high grade";"stable"
"2021-09-10";"taiwan";"AA";"fitch";"high grade";"stable"
"2021-04-22";"taiwan";"AA";"standardPoors";"high grade";"positive"
"2021-02-24";"taiwan";"AA-";"moodys";"high grade";"positive"
"2016-10-12";"taiwan";"AA-";"fitch";"high grade";"stable"
"2015-10-12";"taiwan";"A+";"fitch";"upper medium grade";"positive"
"2010-06-10";"taiwan";"AA-";"standardPoors";"high grade";"stable"
"2009-04-14";"taiwan";"AA-";"standardPoors";"high grade";"negative"
"2008-04-11";"taiwan";"AA-";"standardPoors";"high grade";"stable"
"2004-11-30";"taiwan";"AA-";"standardPoors";"high grade";"negative"
"2002-12-18";"taiwan";"AA-";"standardPoors";"high grade";"stable"
"2001-11-19";"taiwan";"A+";"fitch";"upper medium grade";"stable"
"2001-11-19";"taiwan";"A+";"fitch";"upper medium grade";"stable"
"2001-07-26";"taiwan";"AA";"standardPoors";"high grade";"negative"
"2000-12-06";"taiwan";"AA+";"standardPoors";"high grade";"negative"
"1994-03-24";"taiwan";"AA-";"moodys";"high grade";"stable"
"1991-08-02";"taiwan";"AA+";"standardPoors";"high grade";"stable"
"1989-06-26";"taiwan";"AA";"standardPoors";"high grade";"positive"
"1989-04-20";"taiwan";"AA";"standardPoors";"high grade";NA
"2022-03-30";"tajikistan";"B-";"moodys";"highly speculative";"under review"
"2021-06-10";"tajikistan";"B-";"moodys";"highly speculative";"stable"
"2018-12-10";"tajikistan";"B-";"moodys";"highly speculative";"negative"
"2017-08-28";"tajikistan";"B-";"moodys";"highly speculative";"stable"
"2017-08-28";"tajikistan";"B-";"standardPoors";"highly speculative";"stable"
"2020-08-21";"tanzania";"B";"moodys";"highly speculative";"stable"
"2018-03-02";"tanzania";"B+";"moodys";"highly speculative";"negative"
"2020-04-21";"thailand";"BBB+";"moodys";"lower medium grade";"stable"
"2020-04-13";"thailand";"BBB+";"standardPoors";"lower medium grade";"stable"
"2020-03-17";"thailand";"BBB+";"fitch";"lower medium grade";"stable"
"2019-12-11";"thailand";"BBB+";"standardPoors";"lower medium grade";"positive"
"2019-07-25";"thailand";"BBB+";"moodys";"lower medium grade";"positive"
"2019-07-18";"thailand";"BBB+";"fitch";"lower medium grade";"positive"
"2013-03-08";"thailand";"BBB+";"fitch";"lower medium grade";"stable"
"2010-12-09";"thailand";"BBB+";"standardPoors";"lower medium grade";"stable"
"2010-10-28";"thailand";"BBB+";"moodys";"lower medium grade";"stable"
"2009-04-16";"thailand";"BBB";"fitch";"lower medium grade";"stable"
"2008-12-04";"thailand";"BBB+";"moodys";"lower medium grade";"negative"
"2008-12-01";"thailand";"BBB+";"fitch";"lower medium grade";"negative"
"2008-12-01";"thailand";"BBB+";"standardPoors";"lower medium grade";"negative"
"2006-10-31";"thailand";"BBB+";"standardPoors";"lower medium grade";"stable"
"2006-09-19";"thailand";"BBB+";"standardPoors";"lower medium grade";"negative watch"
"2006-09-19";"thailand";"BBB+";"fitch";"lower medium grade";"negative watch"
"2005-05-11";"thailand";"BBB+";"fitch";"lower medium grade";"stable"
"2004-08-26";"thailand";"BBB+";"standardPoors";"lower medium grade";"stable"
"2004-03-03";"thailand";"BBB";"fitch";"lower medium grade";"positive"
"2003-11-26";"thailand";"BBB+";"moodys";"lower medium grade";"stable"
"2003-10-07";"thailand";"BBB";"standardPoors";"lower medium grade";"positive"
"2003-10-01";"thailand";"BBB-";"moodys";"lower medium grade";"positive watch"
"2003-09-03";"thailand";"BBB";"fitch";"lower medium grade";"stable"
"2002-10-10";"thailand";"BBB-";"fitch";"lower medium grade";"positive"
"2002-08-20";"thailand";"BBB-";"standardPoors";"lower medium grade";"positive"
"2000-09-21";"thailand";"BBB-";"fitch";"lower medium grade";"stable"
"2000-06-22";"thailand";"BBB-";"moodys";"lower medium grade";"stable"
"2000-04-03";"thailand";"BB+";"moodys";"non-investment grade speculative";"positive watch"
"1999-06-24";"thailand";"BBB-";"fitch";"lower medium grade";NA
"1999-05-05";"thailand";"BBB-";"standardPoors";"lower medium grade";"stable"
"1999-05-03";"thailand";"BB+";"moodys";"non-investment grade speculative";"positive"
"1999-04-26";"thailand";"BB+";"fitch";"non-investment grade speculative";"positive watch"
"1998-05-14";"thailand";"BB+";"fitch";"non-investment grade speculative";NA
"1998-01-08";"thailand";"BBB-";"standardPoors";"lower medium grade";"negative"
"1997-12-21";"thailand";"BB+";"moodys";"non-investment grade speculative";"stable"
"1997-11-27";"thailand";"BBB-";"moodys";"lower medium grade";"negative"
"1997-10-24";"thailand";"BBB";"standardPoors";"lower medium grade";"negative"
"1997-10-23";"thailand";"BBB+";"moodys";"lower medium grade";"negative watch"
"1997-10-01";"thailand";"BBB+";"moodys";"lower medium grade";"negative"
"1997-09-09";"thailand";"A-";"moodys";"upper medium grade";"negative watch"
"1997-09-03";"thailand";"A-";"standardPoors";"upper medium grade";"negative"
"1997-08-01";"thailand";"A";"standardPoors";"upper medium grade";"negative watch"
"1997-04-08";"thailand";"A-";"moodys";"upper medium grade";"stable"
"1997-02-13";"thailand";"A";"moodys";"upper medium grade";"negative watch"
"1994-12-29";"thailand";"A";"standardPoors";"upper medium grade";"stable"
"1992-12-08";"thailand";"A-";"standardPoors";"upper medium grade";"stable"
"1992-05-19";"thailand";"A-";"standardPoors";"upper medium grade";"negative watch"
"1991-02-26";"thailand";"A-";"standardPoors";"upper medium grade";"stable"
"1989-08-01";"thailand";"A";"moodys";"upper medium grade";"stable"
"1989-06-26";"thailand";"A-";"standardPoors";"upper medium grade";"positive"
"1989-06-14";"thailand";"A-";"standardPoors";"upper medium grade";NA
"2019-06-05";"togo";"B-";"moodys";"highly speculative";"stable"
"2019-06-01";"togo";"B";"standardPoors";"highly speculative";"stable"
"2021-11-19";"trinidad-and-tobago";"BB";"moodys";"non-investment grade speculative";"stable"
"2021-07-27";"trinidad-and-tobago";"BBB-";"standardPoors";"lower medium grade";"negative"
"2020-05-22";"trinidad-and-tobago";"BB+";"moodys";"non-investment grade speculative";"negative"
"2020-03-26";"trinidad-and-tobago";"BBB-";"standardPoors";"lower medium grade";"stable"
"2019-07-09";"trinidad-and-tobago";"BBB";"standardPoors";"lower medium grade";"stable"
"2018-04-28";"trinidad-and-tobago";"BBB+";"standardPoors";"lower medium grade";"negative"
"2017-04-25";"trinidad-and-tobago";"BB+";"moodys";"non-investment grade speculative";"stable"
"2017-04-21";"trinidad-and-tobago";"BBB+";"standardPoors";"lower medium grade";"stable"
"2016-04-22";"trinidad-and-tobago";"A-";"standardPoors";"upper medium grade";"negative"
"2016-04-15";"trinidad-and-tobago";"BBB-";"moodys";"lower medium grade";"negative"
"2016-03-04";"trinidad-and-tobago";"BBB";"moodys";"lower medium grade";"negative watch"
"2015-12-24";"trinidad-and-tobago";"A";"standardPoors";"upper medium grade";"negative"
"2015-12-24";"trinidad-and-tobago";"A";"standardPoors";"upper medium grade";"negative"
"2015-04-30";"trinidad-and-tobago";"BBB";"moodys";"lower medium grade";"negative"
"2009-09-14";"trinidad-and-tobago";"A";"standardPoors";"upper medium grade";"stable"
"2009-02-03";"trinidad-and-tobago";"A";"standardPoors";"upper medium grade";"negative watch"
"2008-08-15";"trinidad-and-tobago";"A";"standardPoors";"upper medium grade";"stable"
"2007-09-27";"trinidad-and-tobago";"A-";"standardPoors";"upper medium grade";"positive"
"2006-07-13";"trinidad-and-tobago";"BBB+";"moodys";"lower medium grade";"stable"
"2005-08-09";"trinidad-and-tobago";"BBB";"moodys";"lower medium grade";"stable"
"2005-07-21";"trinidad-and-tobago";"A-";"standardPoors";"upper medium grade";"stable"
"2004-06-16";"trinidad-and-tobago";"BBB+";"standardPoors";"lower medium grade";"positive"
"2003-04-02";"trinidad-and-tobago";"BBB";"standardPoors";"lower medium grade";"stable"
"2002-02-26";"trinidad-and-tobago";"BBB-";"standardPoors";"lower medium grade";"positive"
"2000-04-06";"trinidad-and-tobago";"BBB-";"moodys";"lower medium grade";"stable"
"2000-01-11";"trinidad-and-tobago";"BB+";"moodys";"non-investment grade speculative";"positive watch"
"1999-09-13";"trinidad-and-tobago";"BBB-";"standardPoors";"lower medium grade";"stable"
"1996-03-14";"trinidad-and-tobago";"BB+";"standardPoors";"non-investment grade speculative";"positive"
"1995-10-10";"trinidad-and-tobago";"BB+";"moodys";"non-investment grade speculative";"stable"
"1993-02-08";"trinidad-and-tobago";"BB";"moodys";"non-investment grade speculative";"stable"
"2022-03-18";"tunisia";"CCC";"fitch";"substantial risks";NA
"2021-10-14";"tunisia";"CCC+";"moodys";"substantial risks";"negative"
"2021-07-08";"tunisia";"B-";"fitch";"highly speculative";"negative"
"2021-02-23";"tunisia";"B-";"moodys";"highly speculative";"negative"
"2020-11-23";"tunisia";"B";"fitch";"highly speculative";"negative"
"2020-10-06";"tunisia";"B";"moodys";"highly speculative";"negative"
"2020-05-12";"tunisia";"B";"fitch";"highly speculative";"stable"
"2020-04-17";"tunisia";"B";"moodys";"highly speculative";"under review"
"2020-02-14";"tunisia";"B";"moodys";"highly speculative";"stable"
"2018-10-16";"tunisia";"B";"moodys";"highly speculative";"negative"
"2018-05-27";"tunisia";"B+";"fitch";"highly speculative";"negative"
"2018-03-14";"tunisia";"B";"moodys";"highly speculative";"stable"
"2017-08-18";"tunisia";"B+";"moodys";"highly speculative";"negative"
"2017-02-03";"tunisia";"B+";"fitch";"highly speculative";"stable"
"2016-11-22";"tunisia";"BB-";"moodys";"non-investment grade speculative";"negative"
"2016-03-04";"tunisia";"BB-";"fitch";"non-investment grade speculative";"negative"
"2015-05-25";"tunisia";"BB-";"moodys";"non-investment grade speculative";"stable"
"2015-03-27";"tunisia";"BB-";"fitch";"non-investment grade speculative";"stable"
"2013-12-18";"tunisia";NA;"standardPoors";NA;NA
"2013-11-25";"tunisia";"BB-";"moodys";"non-investment grade speculative";"negative"
"2013-10-30";"tunisia";"BB-";"fitch";"non-investment grade speculative";"negative"
"2013-08-16";"tunisia";"B";"standardPoors";"highly speculative";"negative"
"2013-05-29";"tunisia";"BB";"moodys";"non-investment grade speculative";"negative"
"2013-02-28";"tunisia";"BB+";"moodys";"non-investment grade speculative";"negative watch"
"2013-02-19";"tunisia";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2012-12-12";"tunisia";"BB+";"fitch";"non-investment grade speculative";"negative"
"2012-05-23";"tunisia";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2011-07-28";"tunisia";"BBB-";"standardPoors";"lower medium grade";"negative"
"2011-03-16";"tunisia";"BBB-";"standardPoors";"lower medium grade";"stable"
"2011-03-02";"tunisia";"BBB-";"fitch";"lower medium grade";"negative"
"2011-01-19";"tunisia";"BBB-";"moodys";"lower medium grade";"negative"
"2011-01-18";"tunisia";"BBB";"standardPoors";"lower medium grade";"negative watch"
"2011-01-14";"tunisia";"BBB";"fitch";"lower medium grade";"negative watch"
"2003-04-17";"tunisia";"BBB";"moodys";"lower medium grade";"stable"
"2001-05-24";"tunisia";"BBB";"fitch";"lower medium grade";"stable"
"2000-09-21";"tunisia";"BBB-";"fitch";"lower medium grade";"positive"
"2000-03-21";"tunisia";"BBB";"standardPoors";"lower medium grade";"stable"
"2000-02-03";"tunisia";"BBB-";"moodys";"lower medium grade";"positive"
"1995-09-14";"tunisia";"BBB-";"fitch";"lower medium grade";NA
"1995-04-06";"tunisia";"BBB-";"moodys";"lower medium grade";"stable"
"2022-02-12";"turkey";"B+";"fitch";"highly speculative";"negative"
"2021-12-10";"turkey";"B+";"standardPoors";"highly speculative";"negative"
"2021-12-02";"turkey";"BB-";"fitch";"non-investment grade speculative";"negative"
"2021-02-19";"turkey";"BB-";"fitch";"non-investment grade speculative";"stable"
"2020-09-11";"turkey";"B";"moodys";"highly speculative";"negative"
"2020-08-21";"turkey";"BB-";"fitch";"non-investment grade speculative";"negative"
"2019-11-01";"turkey";"BB-";"fitch";"non-investment grade speculative";"stable"
"2019-07-12";"turkey";"BB-";"fitch";"non-investment grade speculative";"negative"
"2019-06-14";"turkey";"B+";"moodys";"highly speculative";"negative"
"2018-08-17";"turkey";"BB-";"moodys";"non-investment grade speculative";"negative"
"2018-08-17";"turkey";"B+";"standardPoors";"highly speculative";"stable"
"2018-07-13";"turkey";"BB";"fitch";"non-investment grade speculative";"negative"
"2018-06-01";"turkey";"BB";"moodys";"non-investment grade speculative";"under review"
"2018-05-01";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2018-03-07";"turkey";"BB";"moodys";"non-investment grade speculative";"stable"
"2017-03-17";"turkey";"BB+";"moodys";"non-investment grade speculative";"negative"
"2017-01-27";"turkey";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2017-01-27";"turkey";"BB+";"fitch";"non-investment grade speculative";"stable"
"2016-11-04";"turkey";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2016-09-23";"turkey";"BB+";"moodys";"non-investment grade speculative";"stable"
"2016-08-19";"turkey";"BBB-";"fitch";"lower medium grade";"negative"
"2016-07-21";"turkey";"BB+";"dbrs";"non-investment grade speculative";"negative"
"2016-07-20";"turkey";"BB";"standardPoors";"non-investment grade speculative";"negative"
"2016-07-18";"turkey";"BBB-";"moodys";"lower medium grade";"negative watch"
"2016-05-06";"turkey";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2014-04-11";"turkey";"BBB-";"moodys";"lower medium grade";"negative"
"2014-02-07";"turkey";"BB+";"standardPoors";"non-investment grade speculative";"negative"
"2013-05-23";"turkey";"BBB-";"dbrs";"lower medium grade";"stable"
"2013-05-16";"turkey";"BBB-";"moodys";"lower medium grade";"stable"
"2013-03-27";"turkey";"BB+";"standardPoors";"non-investment grade speculative";"stable"
"2012-11-05";"turkey";"BBB-";"fitch";"lower medium grade";"stable"
"2012-06-20";"turkey";"BB+";"moodys";"non-investment grade speculative";"positive"
"2012-05-01";"turkey";"BB";"standardPoors";"non-investment grade speculative";"stable"
"2011-11-23";"turkey";"BB+";"fitch";"non-investment grade speculative";"stable"
"2010-11-24";"turkey";"BB+";"fitch";"non-investment grade speculative";"positive"
"2010-10-05";"turkey";"BB";"moodys";"non-investment grade speculative";"positive"
"2010-02-19";"turkey";"BB";"standardPoors";"non-investment grade speculative";"positive"
"2010-01-08";"turkey";"BB";"moodys";"non-investment grade speculative";"stable"
"2009-12-03";"turkey";"BB+";"fitch";"non-investment grade speculative";"stable"
"2009-10-27";"turkey";"BB-";"fitch";"non-investment grade speculative";"positive watch"
"2009-09-18";"turkey";"BB-";"moodys";"non-investment grade speculative";"positive"
"2009-09-17";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2008-11-13";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"negative"
"2008-07-31";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"stable"
"2008-04-03";"turkey";"BB-";"standardPoors";"non-investment grade speculative";"negative"
